scientific_name,common_name,year_discovered,genus_scientific_name
"Henicopernis longicauda (Lesson, RP & Garnot, 1828)",Long-tailed Honey Buzzard,1828,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Henicopernis Gray, GR, 1859')"
"Symposiachrus guttula (Lesson, RP & Garnot, 1828)",Spot-winged Monarch,1828,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Symposiachrus Bonaparte, 1854')"
"Leptocoma aspasia (Lesson, RP & Garnot, 1828)",Black Sunbird,1828,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Leptocoma Cabanis, 1851')"
"Vanellus duvaucelii (Lesson, RP, 1826)",River Lapwing,1826,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Vanellus Brisson, 1760')"
"Vanellus lugubris (Lesson, RP, 1826)",Senegal Lapwing,1826,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Vanellus Brisson, 1760')"
"Melidora macrorrhina (Lesson, RP, 1827)",Hook-billed Kingfisher,1827,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Melidora Lesson, RP, 1830')"
"Myzomela rubratra (Lesson, RP, 1827)",Micronesian Myzomela,1827,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Myzomela Vigors & Horsfield, 1827')"
"Garritornis isidorei (Lesson, RP, 1827)",Papuan Babbler,1827,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Garritornis Iredale, 1956')"
"Toxorhamphus novaeguineae (Lesson, RP, 1827)",Yellow-bellied Longbill,1827,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Toxorhamphus Stresemann, 1914')"
"Mino dumontii (Lesson, RP, 1827)",Yellow-faced Myna,1827,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Mino Lesson, RP, 1827')"
"Aburria aburri (Lesson, RP, 1828)",Wattled Guan,1828,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Aburria Reichenbach, 1853')"
"Chamaepetes goudotii (Lesson, RP, 1828)",Sickle-winged Guan,1828,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Chamaepetes Wagler, 1832')"
"Bubo magellanicus (Lesson, RP, 1828)",Lesser Horned Owl,1828,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Bubo Dumril, 1805')"
"Xanthotis flaviventer (Lesson, RP, 1828)",Tawny-breasted Honeyeater,1828,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Xanthotis Reichenbach, 1852')"
"Philesturnus rufusater (Lesson, RP, 1828)",North Island Saddleback,1828,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Philesturnus Geoffroy Saint-Hilaire, I, 1832')"
"Edolisoma melas (Lesson, RP, 1828)",Black Cicadabird,1828,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Edolisoma Pucheran, 1853')"
"Sporophila telasco (Lesson, RP, 1828)",Chestnut-throated Seedeater,1828,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Sporophila Cabanis, 1844')"
"Pucrasia macrolopha (Lesson, RP, 1829)",Koklass Pheasant,1829,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Pucrasia Gray, GR, 1841')"
"Rhodopis vesper (Lesson, RP, 1829)",Oasis Hummingbird,1829,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Rhodopis Reichenbach, 1854')"
"Calypte anna (Lesson, RP, 1829)",Annas Hummingbird,1829,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Calypte Gould, 1856')"
"Selasphorus sasin (Lesson, RP, 1829)",Allens Hummingbird,1829,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Selasphorus Swainson, 1832')"
"Riccordia swainsonii (Lesson, RP, 1829)",Hispaniolan Emerald,1829,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Riccordia Reichenbach, 1854')"
"Chrysuronia brevirostris (Lesson, RP, 1829)",White-chested Emerald,1829,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Chrysuronia Bonaparte, 1850')"
"Geococcyx californianus (Lesson, RP, 1829)",Greater Roadrunner,1829,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Geococcyx Wagler, 1831')"
"Lampornis clemenciae (Lesson, RP, 1830)",Blue-throated Mountaingem,1830,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Lampornis Swainson, 1827')"
"Saucerottia cyanocephala (Lesson, RP, 1830)",Azure-crowned Hummingbird,1830,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Saucerottia Bonaparte, 1850')"
"Phaenicophaeus diardi (Lesson, RP, 1830)",Black-bellied Malkoha,1830,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Phaenicophaeus Stephens, 1815')"
"Phaenicophaeus tristis (Lesson, RP, 1830)",Green-billed Malkoha,1830,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Phaenicophaeus Stephens, 1815')"
"Psilopogon duvaucelii (Lesson, RP, 1830)",Blue-eared Barbet,1830,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Psilopogon Mller, S, 1836')"
"Melanerpes herminieri (Lesson, RP, 1830)",Guadeloupe Woodpecker,1830,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Melanerpes Swainson, 1832')"
"Psittrichas fulgidus (Lesson, RP, 1830)",Pesquets Parrot,1830,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Psittrichas Lesson, RP, 1831')"
"Xiphorhynchus spixii (Lesson, RP, 1830)",Spixs Woodcreeper,1830,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Xiphorhynchus Swainson, 1827')"
"Melanocharis nigra (Lesson, RP, 1830)",Black Berrypecker,1830,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Melanocharis Sclater, PL, 1858')"
"Mohoua albicilla (Lesson, RP, 1830)",Whitehead,1830,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Mohoua Lesson, RP, 1837')"
"Manucodia ater (Lesson, RP, 1830)",Glossy-mantled Manucode,1830,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Manucodia Boddaert, 1783')"
"Orthotomus ruficeps (Lesson, RP, 1830)",Ashy Tailorbird,1830,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Orthotomus Horsfield, 1821')"
"Psarocolius montezuma (Lesson, RP, 1830)",Montezuma Oropendola,1830,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Psarocolius Wagler, 1827')"
"Columbina squammata (Lesson, RP, 1831)",Scaled Dove,1831,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Columbina Spix, 1825')"
"Ptilinopus roseicapilla (Lesson, RP, 1831)",Mariana Fruit Dove,1831,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Ptilinopus Swainson, 1825')"
"Thalasseus bengalensis (Lesson, RP, 1831)",Lesser Crested Tern,1831,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Thalasseus Boie, F, 1822')"
"Stercorarius antarcticus (Lesson, RP, 1831)",Brown Skua,1831,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Stercorarius Brisson, 1760')"
"Aphrodroma brevirostris (Lesson, RP, 1831)",Kerguelen Petrel,1831,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Aphrodroma Olson, 2000')"
"Leptoptilos crumenifer (Lesson, RP, 1831)",Marabou Stork,1831,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Leptoptilos Lesson, RP, 1831')"
"Nannopterum auritum (Lesson, RP, 1831)",Double-crested Cormorant,1831,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Nannopterum Sharpe, 1899')"
"Clanga hastata (Lesson, RP, 1831)",Indian Spotted Eagle,1831,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Clanga Adamowicz, 1854')"
"Psilopsiagon aurifrons (Lesson, RP, 1831)",Mountain Parakeet,1831,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Psilopsiagon Ridgway, 1912')"
"Psittacula himalayana (Lesson, RP, 1831)",Slaty-headed Parakeet,1831,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Psittacula Cuvier, 1800')"
"Corythopis delalandi (Lesson, RP, 1831)",Southern Antpipit,1831,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Corythopis Sundevall, 1836')"
"Iodopleura pipra (Lesson, RP, 1831)",Buff-throated Purpletuft,1831,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Iodopleura Lesson, RP, 1839')"
"Pachyramphus minor (Lesson, RP, 1831)",Pink-throated Becard,1831,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Pachyramphus Gray, GR, 1839')"
"Philemon diemenensis (Lesson, RP, 1831)",New Caledonian Friarbird,1831,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Philemon Vieillot, 1816')"
"Malaconotus cruentus (Lesson, RP, 1831)",Fiery-breasted Bushshrike,1831,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Malaconotus Swainson, 1824')"
"Chlorophoneus sulfureopectus (Lesson, RP, 1831)",Orange-breasted Bushshrike,1831,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Chlorophoneus Cabanis, 1851')"
"Coracina macei (Lesson, RP, 1831)",Large Cuckooshrike,1831,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Coracina Vieillot, 1816')"
"Rhipidura albogularis (Lesson, RP, 1831)",White-spotted Fantail,1831,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Rhipidura Vigors & Horsfield, 1827')"
"Platysmurus aterrimus (Lesson, RP, 1831)",Bornean Black Magpie,1831,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Platysmurus Reichenbach, 1850')"
"Pardaliparus elegans (Lesson, RP, 1831)",Elegant Tit,1831,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Pardaliparus de Slys-Longchamps, 1884')"
"Cyanistes teneriffae (Lesson, RP, 1831)",African Blue Tit,1831,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Cyanistes Kaup, 1829')"
"Alophoixus bres (Lesson, RP, 1831)",Brown-cheeked Bulbul,1831,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Alophoixus Oates, 1889')"
"Hypergerus atriceps (Lesson, RP, 1831)",Oriole Warbler,1831,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Hypergerus Reichenbach, 1850')"
"Laniellus albonotatus (Lesson, RP, 1831)",Spotted Crocias,1831,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Laniellus Swainson, 1832')"
"Myiomela diana (Lesson, RP, 1831)",Javan Blue Robin,1831,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Myiomela Gray, GR, 1846')"
"Anthreptes longuemarei (Lesson, RP, 1831)",Western Violet-backed Sunbird,1831,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Anthreptes Swainson, 1832')"
"Ramphocelus sanguinolentus (Lesson, RP, 1831)",Crimson-collared Tanager,1831,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Ramphocelus Desmarest, 1805')"
"Sporophila bouvronides (Lesson, RP, 1831)",Lessons Seedeater,1831,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Sporophila Cabanis, 1844')"
"Cypsnagra hirundinacea (Lesson, RP, 1831)",White-rumped Tanager,1831,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Cypsnagra Lesson, RP, 1831')"
"Anisognathus somptuosus (Lesson, RP, 1831)",Blue-winged Mountain Tanager,1831,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Anisognathus Reichenbach, 1850')"
"Tangara fastuosa (Lesson, RP, 1831)",Seven-colored Tanager,1831,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Tangara Brisson, 1760')"
"Phaethornis longuemareus (Lesson, RP, 1832)",Little Hermit,1832,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Phaethornis Swainson, 1827')"
"Phaethornis eurynome (Lesson, RP, 1832)",Scale-throated Hermit,1832,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Phaethornis Swainson, 1827')"
"Phaethornis bourcieri (Lesson, RP, 1832)",Straight-billed Hermit,1832,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Phaethornis Swainson, 1827')"
"Anthracothorax prevostii (Lesson, RP, 1832)",Green-breasted Mango,1832,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Anthracothorax Boie, F, 1831')"
"Lophornis gouldii (Lesson, RP, 1832)",Dot-eared Coquette,1832,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Lophornis Lesson, RP, 1829')"
"Aglaiocercus kingii (Lesson, RP, 1832)",Long-tailed Sylph,1832,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Aglaiocercus Zimmer, JT, 1930')"
"Lesbia nuna (Lesson, RP, 1832)",Green-tailed Trainbearer,1832,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Lesbia Lesson, RP, 1833')"
"Ocreatus underwoodii (Lesson, RP, 1832)",White-booted Racket-tail,1832,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Ocreatus Gould, 1846')"
"Tilmatura dupontii (Lesson, RP, 1832)",Sparkling-tailed Woodstar,1832,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Tilmatura Reichenbach, 1854')"
"Cynanthus canivetii (Lesson, RP, 1832)",Canivets Emerald,1832,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Cynanthus Swainson, 1827')"
"Pampa pampa (Lesson, RP, 1832)",Wedge-tailed Sabrewing,1832,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Pampa Reichenbach, 1854')"
"Chalybura buffonii (Lesson, RP, 1832)",White-vented Plumeleteer,1832,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Chalybura Reichenbach, 1854')"
"Chrysuronia oenone (Lesson, RP, 1832)",Golden-tailed Sapphire,1832,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Chrysuronia Bonaparte, 1850')"
"Chionomesa lactea (Lesson, RP, 1832)",Sapphire-spangled Emerald,1832,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Chionomesa Simon, 1921')"
"Hemicircus canente (Lesson, RP, 1832)",Heart-spotted Woodpecker,1832,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Hemicircus Swainson, 1837')"
"Campylorhynchus zonatus (Lesson, RP, 1832)",Band-backed Wren,1832,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Campylorhynchus Spix, 1824')"
"Rhodinocichla rosea (Lesson, RP, 1832)",Rosy Thrush-tanager,1832,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Rhodinocichla Hartlaub, 1853')"
"Pheucticus chrysogaster (Lesson, RP, 1832)",Golden Grosbeak,1832,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Pheucticus Reichenbach, 1850')"
"Saltator atriceps (Lesson, RP, 1832)",Black-headed Saltator,1832,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Saltator Vieillot, 1816')"
"Phaethornis guy (Lesson, RP, 1833)",Green Hermit,1833,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Phaethornis Swainson, 1827')"
"Coeligena coeligena (Lesson, RP, 1833)",Bronzy Inca,1833,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Coeligena Lesson, RP, 1833')"
"Brachypteracias leptosomus (Lesson, RP, 1833)",Short-legged Ground Roller,1833,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Brachypteracias Lafresnaye, 1834')"
"Piranga lutea (Lesson, RP, 1834)",Tooth-billed Tanager,1834,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Piranga Vieillot, 1808')"
"Leucocarbo bougainvillii (Lesson, RP, 1837)",Guanay Cormorant,1837,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Leucocarbo Bonaparte, 1856')"
"Petroica boodang (Lesson, RP, 1837)",Scarlet Robin,1837,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Petroica Swainson, 1829')"
"Myrtis fanny (Lesson, RP, 1838)",Purple-collared Woodstar,1838,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Myrtis Reichenbach, 1854')"
"Campylorhynchus rufinucha (Lesson, RP, 1838)",Veracruz Wren,1838,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Campylorhynchus Spix, 1824')"
"Augastes lumachella (Lesson, RP, 1839)",Hooded Visorbearer,1839,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Augastes Gould, 1849')"
"Colibri delphinae (Lesson, RP, 1839)",Brown Violetear,1839,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Colibri Spix, 1824')"
"Lophornis delattrei (Lesson, RP, 1839)",Rufous-crested Coquette,1839,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Lophornis Lesson, RP, 1829')"
"Eriocnemis vestita (Lesson, RP, 1839)",Glowing Puffleg,1839,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Eriocnemis Reichenbach, 1849')"
"Coeligena helianthea (Lesson, RP, 1839)",Blue-throated Starfrontlet,1839,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Coeligena Lesson, RP, 1833')"
"Lamprolaima rhami (Lesson, RP, 1839)",Garnet-throated Hummingbird,1839,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Lamprolaima Reichenbach, 1854')"
"Strix ocellata (Lesson, RP, 1839)",Mottled Wood Owl,1839,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Strix Linnaeus, 1758')"
"Psilopogon rafflesii (Lesson, RP, 1839)",Red-crowned Barbet,1839,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Psilopogon Mller, S, 1836')"
"Meiglyptes tukki (Lesson, RP, 1839)",Buff-necked Woodpecker,1839,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Meiglyptes Swainson, 1837')"
"Melithreptus affinis (Lesson, RP, 1839)",Black-headed Honeyeater,1839,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Melithreptus Vieillot, 1816')"
"Cyanocorax luxuosus (Lesson, RP, 1839)",Green Jay,1839,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Cyanocorax Boie, F, 1826')"
"Pellorneum bicolor (Lesson, RP, 1839)",Ferruginous Babbler,1839,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Pellorneum Swainson, 1832')"
"Mino anais (Lesson, RP, 1839)",Golden Myna,1839,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Mino Lesson, RP, 1827')"
"Copsychus pyrropygus (Lesson, RP, 1839)",Rufous-tailed Shama,1839,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Copsychus Wagler, 1827')"
"Hesperiphona abeillei (Lesson, RP, 1839)",Hooded Grosbeak,1839,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Hesperiphona Bonaparte, 1850')"
"Icterus abeillei (Lesson, RP, 1839)",Black-backed Oriole,1839,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Icterus Brisson, 1760')"
"Orchesticus abeillei (Lesson, RP, 1839)",Brown Tanager,1839,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Orchesticus Cabanis, 1851')"
"Pampa rufa (Lesson, RP, 1840)",Rufous Sabrewing,1840,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Pampa Reichenbach, 1854')"
"Xiphocolaptes promeropirhynchus (Lesson, RP, 1840)",Strong-billed Woodcreeper,1840,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Xiphocolaptes Lesson, RP, 1840')"
"Pycnonotus luteolus (Lesson, RP, 1841)",White-browed Bulbul,1841,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Pycnonotus Boie, F, 1826')"
"Crypturellus cinnamomeus (Lesson, RP, 1842)",Thicket Tinamou,1842,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Crypturellus Brabourne & Chubb, C, 1914')"
"Colinus leucopogon (Lesson, RP, 1842)",Spot-bellied Bobwhite,1842,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Colinus Goldfuss, 1820')"
"Morococcyx erythropygus (Lesson, RP, 1842)",Lesser Ground Cuckoo,1842,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Morococcyx Sclater, PL, 1862')"
